Date,Weekday,Volume,label_set_1,label_set_2
2/02/2019 2:45,Saturday,90,0,0
2/02/2019 3:00,Saturday,72,0,0
2/02/2019 3:15,Saturday,82,0,0
2/02/2019 3:30,Saturday,73,0,0
2/02/2019 3:45,Saturday,65,0,0
2/02/2019 4:00,Saturday,67,0,0
2/02/2019 4:15,Saturday,69,0,0
2/02/2019 4:30,Saturday,61,0,0
2/02/2019 4:45,Saturday,52,0,0
2/02/2019 5:00,Saturday,42,0,0
2/02/2019 5:15,Saturday,65,0,0
2/02/2019 5:30,Saturday,103,0,0
2/02/2019 5:45,Saturday,80,0,0
2/02/2019 6:00,Saturday,82,0,0
2/02/2019 6:15,Saturday,152,0,0
2/02/2019 6:30,Saturday,133,0,0
2/02/2019 6:45,Saturday,141,0,0
2/02/2019 7:00,Saturday,125,0,0
2/02/2019 7:15,Saturday,159,0,0
2/02/2019 7:30,Saturday,217,0,0
2/02/2019 7:45,Saturday,224,0,0
2/02/2019 8:00,Saturday,250,0,0
2/02/2019 8:15,Saturday,261,0,0
2/02/2019 8:30,Saturday,346,0,0
2/02/2019 8:45,Saturday,306,0,0
2/02/2019 9:00,Saturday,362,0,0
2/02/2019 9:15,Saturday,387,0,0
2/02/2019 9:30,Saturday,409,0,0
2/02/2019 9:45,Saturday,395,0,0
2/02/2019 10:00,Saturday,399,0,0
2/02/2019 10:15,Saturday,463,0,0
2/02/2019 10:30,Saturday,521,0,0
2/02/2019 10:45,Saturday,473,0,0
2/02/2019 11:00,Saturday,517,0,0
2/02/2019 11:15,Saturday,442,1,0
2/02/2019 11:30,Saturday,562,0,0
2/02/2019 11:45,Saturday,468,0,0
2/02/2019 12:00,Saturday,558,0,0
2/02/2019 12:15,Saturday,546,0,0
2/02/2019 12:30,Saturday,507,0,0
2/02/2019 12:45,Saturday,557,0,0
2/02/2019 13:00,Saturday,548,0,0
2/02/2019 13:15,Saturday,572,0,0
2/02/2019 13:30,Saturday,452,0,0
2/02/2019 13:45,Saturday,506,0,0
2/02/2019 14:00,Saturday,549,0,0
2/02/2019 14:15,Saturday,533,0,0
2/02/2019 14:30,Saturday,588,0,0
2/02/2019 14:45,Saturday,547,0,0
2/02/2019 15:00,Saturday,521,0,0
2/02/2019 15:15,Saturday,556,0,0
2/02/2019 15:30,Saturday,554,0,0
2/02/2019 15:45,Saturday,526,0,0
2/02/2019 16:00,Saturday,449,0,0
2/02/2019 16:15,Saturday,496,0,0
2/02/2019 16:30,Saturday,409,0,0
2/02/2019 16:45,Saturday,495,0,0
2/02/2019 17:00,Saturday,409,1,0
2/02/2019 17:15,Saturday,480,0,0
2/02/2019 17:30,Saturday,474,0,0
2/02/2019 17:45,Saturday,404,0,0
2/02/2019 18:00,Saturday,458,0,0
2/02/2019 18:15,Saturday,423,0,0
2/02/2019 18:30,Saturday,427,0,0
2/02/2019 18:45,Saturday,348,0,0
2/02/2019 19:00,Saturday,397,0,0
2/02/2019 19:15,Saturday,382,0,0
2/02/2019 19:30,Saturday,294,0,0
2/02/2019 19:45,Saturday,333,0,0
2/02/2019 20:00,Saturday,305,0,0
2/02/2019 20:15,Saturday,283,0,0
2/02/2019 20:30,Saturday,320,0,0
2/02/2019 20:45,Saturday,299,0,0
2/02/2019 21:00,Saturday,297,0,0
2/02/2019 21:15,Saturday,334,0,0
2/02/2019 21:30,Saturday,310,0,0
2/02/2019 21:45,Saturday,290,0,0
2/02/2019 22:00,Saturday,300,0,0
2/02/2019 22:15,Saturday,345,0,0
2/02/2019 22:30,Saturday,360,0,0
2/02/2019 22:45,Saturday,314,0,0
2/02/2019 23:00,Saturday,338,0,0
2/02/2019 23:15,Saturday,347,0,0
2/02/2019 23:30,Saturday,368,0,0
2/02/2019 23:45,Saturday,303,0,0
3/02/2019 0:00,Sunday,281,0,0
3/02/2019 0:15,Sunday,278,0,0
3/02/2019 0:30,Sunday,224,0,0
3/02/2019 0:45,Sunday,186,0,0
3/02/2019 1:00,Sunday,184,0,0
3/02/2019 1:15,Sunday,182,0,0
3/02/2019 1:30,Sunday,168,0,0
3/02/2019 1:45,Sunday,144,0,0
3/02/2019 2:00,Sunday,153,0,0
3/02/2019 2:15,Sunday,127,0,0
3/02/2019 2:30,Sunday,111,0,0
3/02/2019 2:45,Sunday,114,0,0
3/02/2019 3:00,Sunday,105,0,0
3/02/2019 3:15,Sunday,110,0,0
3/02/2019 3:30,Sunday,115,0,0
3/02/2019 3:45,Sunday,69,0,0
3/02/2019 4:00,Sunday,93,0,0
3/02/2019 4:15,Sunday,73,0,0
3/02/2019 4:30,Sunday,77,0,0
3/02/2019 4:45,Sunday,44,0,0
3/02/2019 5:00,Sunday,51,0,0
3/02/2019 5:15,Sunday,68,0,0
3/02/2019 5:30,Sunday,60,0,0
3/02/2019 5:45,Sunday,68,0,0
3/02/2019 6:00,Sunday,82,0,0
3/02/2019 6:15,Sunday,77,0,0
3/02/2019 6:30,Sunday,101,0,0
3/02/2019 6:45,Sunday,82,0,0
3/02/2019 7:00,Sunday,113,0,0
3/02/2019 7:15,Sunday,124,0,0
3/02/2019 7:30,Sunday,151,0,0
3/02/2019 7:45,Sunday,149,0,0
3/02/2019 8:00,Sunday,132,0,0
3/02/2019 8:15,Sunday,159,0,0
3/02/2019 8:30,Sunday,193,0,0
3/02/2019 8:45,Sunday,215,0,0
3/02/2019 9:00,Sunday,220,0,0
3/02/2019 9:15,Sunday,292,0,0
3/02/2019 9:30,Sunday,299,0,0
3/02/2019 9:45,Sunday,425,0,0
3/02/2019 10:00,Sunday,346,0,0
3/02/2019 10:15,Sunday,422,0,0
3/02/2019 10:30,Sunday,431,0,0
3/02/2019 10:45,Sunday,414,0,0
3/02/2019 11:00,Sunday,475,0,0
3/02/2019 11:15,Sunday,450,0,0
3/02/2019 11:30,Sunday,422,0,0
3/02/2019 11:45,Sunday,497,0,0
3/02/2019 12:00,Sunday,499,0,0
3/02/2019 12:15,Sunday,484,0,0
3/02/2019 12:30,Sunday,462,0,0
3/02/2019 12:45,Sunday,467,0,0
3/02/2019 13:00,Sunday,442,0,0
3/02/2019 13:15,Sunday,473,0,0
3/02/2019 13:30,Sunday,475,0,0
3/02/2019 13:45,Sunday,515,0,0
3/02/2019 14:00,Sunday,419,0,0
3/02/2019 14:15,Sunday,493,0,0
3/02/2019 14:30,Sunday,475,0,0
3/02/2019 14:45,Sunday,437,0,0
3/02/2019 15:00,Sunday,474,0,0
3/02/2019 15:15,Sunday,415,1,1
3/02/2019 15:30,Sunday,468,0,0
3/02/2019 15:45,Sunday,409,0,0
3/02/2019 16:00,Sunday,418,0,0
3/02/2019 16:15,Sunday,420,0,0
3/02/2019 16:30,Sunday,446,0,0
3/02/2019 16:45,Sunday,468,0,0
3/02/2019 17:00,Sunday,383,0,0
3/02/2019 17:15,Sunday,486,0,0
3/02/2019 17:30,Sunday,365,1,1
3/02/2019 17:45,Sunday,412,0,0
3/02/2019 18:00,Sunday,377,0,0
3/02/2019 18:15,Sunday,358,0,0
3/02/2019 18:30,Sunday,325,0,0
3/02/2019 18:45,Sunday,349,0,0
3/02/2019 19:00,Sunday,309,0,0
3/02/2019 19:15,Sunday,303,0,0
3/02/2019 19:30,Sunday,305,0,0
3/02/2019 19:45,Sunday,262,0,0
3/02/2019 20:00,Sunday,242,0,0
3/02/2019 20:15,Sunday,292,0,0
3/02/2019 20:30,Sunday,284,0,0
3/02/2019 20:45,Sunday,284,0,0
3/02/2019 21:00,Sunday,260,0,0
3/02/2019 21:15,Sunday,269,0,0
3/02/2019 21:30,Sunday,311,0,0
3/02/2019 21:45,Sunday,248,0,0
3/02/2019 22:00,Sunday,257,0,0
3/02/2019 22:15,Sunday,275,0,0
3/02/2019 22:30,Sunday,225,0,0
3/02/2019 22:45,Sunday,199,0,0
3/02/2019 23:00,Sunday,172,0,0
3/02/2019 23:15,Sunday,180,0,0
3/02/2019 23:30,Sunday,146,0,0
3/02/2019 23:45,Sunday,144,0,0
4/02/2019 0:00,Monday,121,0,0
4/02/2019 0:15,Monday,97,0,0
4/02/2019 0:30,Monday,85,0,0
4/02/2019 0:45,Monday,95,0,0
4/02/2019 1:00,Monday,78,0,0
4/02/2019 1:15,Monday,69,0,0
4/02/2019 1:30,Monday,59,0,0
4/02/2019 1:45,Monday,47,0,0
4/02/2019 2:00,Monday,48,0,0
4/02/2019 2:15,Monday,53,0,0
4/02/2019 2:30,Monday,36,0,0
4/02/2019 2:45,Monday,31,0,0
4/02/2019 3:00,Monday,36,0,0
4/02/2019 3:15,Monday,29,0,0
4/02/2019 3:30,Monday,31,0,0
4/02/2019 3:45,Monday,29,0,0
4/02/2019 4:00,Monday,26,0,0
4/02/2019 4:15,Monday,50,0,0
4/02/2019 4:30,Monday,48,0,0
4/02/2019 4:45,Monday,60,0,0
4/02/2019 5:00,Monday,66,0,0
4/02/2019 5:15,Monday,98,0,0
4/02/2019 5:30,Monday,143,0,0
4/02/2019 5:45,Monday,154,0,0
4/02/2019 6:00,Monday,207,0,0
4/02/2019 6:15,Monday,284,0,0
4/02/2019 6:30,Monday,300,0,0
4/02/2019 6:45,Monday,265,0,0
4/02/2019 7:00,Monday,279,0,0
4/02/2019 7:15,Monday,350,0,0
4/02/2019 7:30,Monday,517,0,0
4/02/2019 7:45,Monday,453,0,0
4/02/2019 8:00,Monday,480,0,0
4/02/2019 8:15,Monday,495,0,0
4/02/2019 8:30,Monday,511,0,0
4/02/2019 8:45,Monday,417,0,0
4/02/2019 9:00,Monday,397,0,0
4/02/2019 9:15,Monday,397,0,0
4/02/2019 9:30,Monday,317,1,1
4/02/2019 9:45,Monday,394,0,0
4/02/2019 10:00,Monday,367,0,0
4/02/2019 10:15,Monday,416,0,0
4/02/2019 10:30,Monday,396,0,0
4/02/2019 10:45,Monday,388,0,0
4/02/2019 11:00,Monday,403,0,0
4/02/2019 11:15,Monday,448,0,0
4/02/2019 11:30,Monday,420,0,0
4/02/2019 11:45,Monday,492,0,0
4/02/2019 12:00,Monday,466,0,0
4/02/2019 12:15,Monday,439,0,0
4/02/2019 12:30,Monday,441,0,0
4/02/2019 12:45,Monday,458,0,0
4/02/2019 13:00,Monday,444,0,0
4/02/2019 13:15,Monday,429,0,0
4/02/2019 13:30,Monday,479,0,0
4/02/2019 13:45,Monday,411,0,0
4/02/2019 14:00,Monday,426,0,0
4/02/2019 14:15,Monday,505,0,0
4/02/2019 14:30,Monday,434,0,0
4/02/2019 14:45,Monday,558,0,0
4/02/2019 15:00,Monday,601,0,0
4/02/2019 15:15,Monday,643,0,0
4/02/2019 15:30,Monday,618,0,0
4/02/2019 15:45,Monday,633,0,0
4/02/2019 16:00,Monday,676,0,0
4/02/2019 16:15,Monday,713,0,0
4/02/2019 16:30,Monday,724,0,0
4/02/2019 16:45,Monday,694,0,0
4/02/2019 17:00,Monday,755,0,0
4/02/2019 17:15,Monday,797,1,1
4/02/2019 17:30,Monday,700,0,0
4/02/2019 17:45,Monday,679,0,0
4/02/2019 18:00,Monday,691,0,0
4/02/2019 18:15,Monday,699,0,0
4/02/2019 18:30,Monday,699,0,0
4/02/2019 18:45,Monday,559,0,0
4/02/2019 19:00,Monday,491,0,0
4/02/2019 19:15,Monday,365,0,0
4/02/2019 19:30,Monday,320,0,0
4/02/2019 19:45,Monday,274,0,0
4/02/2019 20:00,Monday,267,0,0
4/02/2019 20:15,Monday,301,0,0
4/02/2019 20:30,Monday,298,0,0
4/02/2019 20:45,Monday,302,0,0
4/02/2019 21:00,Monday,281,0,0
4/02/2019 21:15,Monday,272,0,0
4/02/2019 21:30,Monday,242,0,0
4/02/2019 21:45,Monday,273,0,0
4/02/2019 22:00,Monday,251,0,0
4/02/2019 22:15,Monday,253,0,0
4/02/2019 22:30,Monday,248,0,0
4/02/2019 22:45,Monday,216,0,0
4/02/2019 23:00,Monday,192,0,0
4/02/2019 23:15,Monday,184,0,0
4/02/2019 23:30,Monday,147,0,0
4/02/2019 23:45,Monday,136,0,0
5/02/2019 0:00,Tuesday,130,0,0
5/02/2019 0:15,Tuesday,109,0,0
5/02/2019 0:30,Tuesday,104,0,0
5/02/2019 0:45,Tuesday,93,0,0
5/02/2019 1:00,Tuesday,78,0,0
5/02/2019 1:15,Tuesday,65,0,0
5/02/2019 1:30,Tuesday,74,0,0
5/02/2019 1:45,Tuesday,78,1,0
5/02/2019 2:00,Tuesday,52,0,0
5/02/2019 2:15,Tuesday,55,0,0
5/02/2019 2:30,Tuesday,50,0,0
5/02/2019 2:45,Tuesday,36,0,0
5/02/2019 3:00,Tuesday,36,0,0
5/02/2019 3:15,Tuesday,29,0,0
5/02/2019 3:30,Tuesday,36,0,0
5/02/2019 3:45,Tuesday,37,0,0
5/02/2019 4:00,Tuesday,43,0,0
5/02/2019 4:15,Tuesday,53,0,0
5/02/2019 4:30,Tuesday,48,0,0
5/02/2019 4:45,Tuesday,53,0,0
5/02/2019 5:00,Tuesday,64,0,0
5/02/2019 5:15,Tuesday,100,0,0
5/02/2019 5:30,Tuesday,156,0,0
5/02/2019 5:45,Tuesday,174,0,0
5/02/2019 6:00,Tuesday,203,0,0
5/02/2019 6:15,Tuesday,269,0,0
5/02/2019 6:30,Tuesday,292,0,0
5/02/2019 6:45,Tuesday,314,0,0
5/02/2019 7:00,Tuesday,275,0,0
5/02/2019 7:15,Tuesday,388,0,0
5/02/2019 7:30,Tuesday,472,0,0
5/02/2019 7:45,Tuesday,488,0,0
5/02/2019 8:00,Tuesday,481,0,0
5/02/2019 8:15,Tuesday,500,0,0
5/02/2019 8:30,Tuesday,493,0,0
5/02/2019 8:45,Tuesday,534,0,0
5/02/2019 9:00,Tuesday,454,0,0
5/02/2019 9:15,Tuesday,436,0,0
5/02/2019 9:30,Tuesday,414,0,0
5/02/2019 9:45,Tuesday,396,0,0
5/02/2019 10:00,Tuesday,381,0,0
5/02/2019 10:15,Tuesday,465,0,0
5/02/2019 10:30,Tuesday,438,0,0
5/02/2019 10:45,Tuesday,458,0,0
5/02/2019 11:00,Tuesday,387,0,0
5/02/2019 11:15,Tuesday,505,0,0
5/02/2019 11:30,Tuesday,434,0,0
5/02/2019 11:45,Tuesday,462,0,0
5/02/2019 12:00,Tuesday,472,0,0
5/02/2019 12:15,Tuesday,498,0,0
5/02/2019 12:30,Tuesday,493,0,0
5/02/2019 12:45,Tuesday,462,0,0
5/02/2019 13:00,Tuesday,520,0,0
5/02/2019 13:15,Tuesday,548,0,0
5/02/2019 13:30,Tuesday,503,0,0
5/02/2019 13:45,Tuesday,520,0,0
5/02/2019 14:00,Tuesday,401,1,0
5/02/2019 14:15,Tuesday,559,0,0
5/02/2019 14:30,Tuesday,543,0,0
5/02/2019 14:45,Tuesday,538,0,0
5/02/2019 15:00,Tuesday,567,0,0
5/02/2019 15:15,Tuesday,638,0,0
5/02/2019 15:30,Tuesday,596,0,0
5/02/2019 15:45,Tuesday,540,1,1
5/02/2019 16:00,Tuesday,440,1,1
5/02/2019 16:15,Tuesday,509,1,1
5/02/2019 16:30,Tuesday,407,1,1
5/02/2019 16:45,Tuesday,456,1,1
5/02/2019 17:00,Tuesday,747,0,0
5/02/2019 17:15,Tuesday,722,0,0
5/02/2019 17:30,Tuesday,707,0,0
5/02/2019 17:45,Tuesday,696,0,0
5/02/2019 18:00,Tuesday,721,0,0
5/02/2019 18:15,Tuesday,657,0,0
5/02/2019 18:30,Tuesday,660,0,0
5/02/2019 18:45,Tuesday,618,0,0
5/02/2019 19:00,Tuesday,537,0,0
5/02/2019 19:15,Tuesday,414,0,0
5/02/2019 19:30,Tuesday,465,0,0
5/02/2019 19:45,Tuesday,355,0,0
5/02/2019 20:00,Tuesday,345,0,0
5/02/2019 20:15,Tuesday,357,0,0
5/02/2019 20:30,Tuesday,344,0,0
5/02/2019 20:45,Tuesday,297,0,0
5/02/2019 21:00,Tuesday,313,0,0
5/02/2019 21:15,Tuesday,275,0,0
5/02/2019 21:30,Tuesday,329,0,0
5/02/2019 21:45,Tuesday,299,0,0
5/02/2019 22:00,Tuesday,314,0,0
5/02/2019 22:15,Tuesday,301,0,0
5/02/2019 22:30,Tuesday,283,0,0
5/02/2019 22:45,Tuesday,246,0,0
5/02/2019 23:00,Tuesday,182,0,0
5/02/2019 23:15,Tuesday,218,1,0
5/02/2019 23:30,Tuesday,205,1,0
5/02/2019 23:45,Tuesday,143,0,0
6/02/2019 0:00,Wednesday,157,0,0
6/02/2019 0:15,Wednesday,122,0,0
6/02/2019 0:30,Wednesday,112,0,0
6/02/2019 0:45,Wednesday,96,0,0
6/02/2019 1:00,Wednesday,74,0,0
6/02/2019 1:15,Wednesday,60,0,0
6/02/2019 1:30,Wednesday,46,0,0
6/02/2019 1:45,Wednesday,54,0,0
6/02/2019 2:00,Wednesday,50,0,0
6/02/2019 2:15,Wednesday,51,0,0
6/02/2019 2:30,Wednesday,43,0,0
6/02/2019 2:45,Wednesday,33,0,0
6/02/2019 3:00,Wednesday,33,0,0
6/02/2019 3:15,Wednesday,44,0,0
6/02/2019 3:30,Wednesday,30,0,0
6/02/2019 3:45,Wednesday,30,0,0
6/02/2019 4:00,Wednesday,38,0,0
6/02/2019 4:15,Wednesday,48,0,0
6/02/2019 4:30,Wednesday,58,0,0
6/02/2019 4:45,Wednesday,46,0,0
6/02/2019 5:00,Wednesday,56,0,0
6/02/2019 5:15,Wednesday,111,0,0
6/02/2019 5:30,Wednesday,182,0,0
6/02/2019 5:45,Wednesday,161,0,0
6/02/2019 6:00,Wednesday,239,0,0
6/02/2019 6:15,Wednesday,282,0,0
6/02/2019 6:30,Wednesday,305,0,0
6/02/2019 6:45,Wednesday,276,0,0
6/02/2019 7:00,Wednesday,327,0,0
6/02/2019 7:15,Wednesday,357,0,0
6/02/2019 7:30,Wednesday,491,0,0
6/02/2019 7:45,Wednesday,522,0,0
6/02/2019 8:00,Wednesday,548,0,0
6/02/2019 8:15,Wednesday,494,0,0
6/02/2019 8:30,Wednesday,514,0,0
6/02/2019 8:45,Wednesday,519,0,0
6/02/2019 9:00,Wednesday,399,0,0
6/02/2019 9:15,Wednesday,394,0,0
6/02/2019 9:30,Wednesday,390,0,0
6/02/2019 9:45,Wednesday,340,0,0
6/02/2019 10:00,Wednesday,371,0,0
6/02/2019 10:15,Wednesday,479,0,0
6/02/2019 10:30,Wednesday,398,0,0
6/02/2019 10:45,Wednesday,455,0,0
6/02/2019 11:00,Wednesday,391,0,0
6/02/2019 11:15,Wednesday,425,0,0
6/02/2019 11:30,Wednesday,425,0,0
6/02/2019 11:45,Wednesday,380,0,0
6/02/2019 12:00,Wednesday,469,0,0
6/02/2019 12:15,Wednesday,478,0,0
6/02/2019 12:30,Wednesday,454,0,0
6/02/2019 12:45,Wednesday,461,0,0
6/02/2019 13:00,Wednesday,400,0,0
6/02/2019 13:15,Wednesday,488,0,0
6/02/2019 13:30,Wednesday,470,0,0
6/02/2019 13:45,Wednesday,487,0,0
6/02/2019 14:00,Wednesday,497,0,0
6/02/2019 14:15,Wednesday,586,0,0
6/02/2019 14:30,Wednesday,526,0,0
6/02/2019 14:45,Wednesday,493,0,0
6/02/2019 15:00,Wednesday,541,0,0
6/02/2019 15:15,Wednesday,671,0,0
6/02/2019 15:30,Wednesday,637,0,0
6/02/2019 15:45,Wednesday,642,0,0
6/02/2019 16:00,Wednesday,669,0,0
6/02/2019 16:15,Wednesday,744,0,0
6/02/2019 16:30,Wednesday,706,0,0
6/02/2019 16:45,Wednesday,788,0,0
6/02/2019 17:00,Wednesday,728,0,0
6/02/2019 17:15,Wednesday,685,0,0
6/02/2019 17:30,Wednesday,665,0,0
6/02/2019 17:45,Wednesday,684,0,0
6/02/2019 18:00,Wednesday,683,0,0
6/02/2019 18:15,Wednesday,631,0,0
6/02/2019 18:30,Wednesday,566,0,0
6/02/2019 18:45,Wednesday,611,0,0
6/02/2019 19:00,Wednesday,525,0,0
6/02/2019 19:15,Wednesday,530,0,0
6/02/2019 19:30,Wednesday,379,0,0
6/02/2019 19:45,Wednesday,360,0,0
6/02/2019 20:00,Wednesday,331,0,0
6/02/2019 20:15,Wednesday,296,0,0
6/02/2019 20:30,Wednesday,277,1,1
6/02/2019 20:45,Wednesday,260,0,0
6/02/2019 21:00,Wednesday,330,0,0
6/02/2019 21:15,Wednesday,280,0,0
6/02/2019 21:30,Wednesday,301,0,0
6/02/2019 21:45,Wednesday,283,0,0
6/02/2019 22:00,Wednesday,307,0,0
6/02/2019 22:15,Wednesday,278,0,0
6/02/2019 22:30,Wednesday,229,0,0
6/02/2019 22:45,Wednesday,200,0,0
6/02/2019 23:00,Wednesday,191,0,0
6/02/2019 23:15,Wednesday,195,0,0
6/02/2019 23:30,Wednesday,167,0,0
6/02/2019 23:45,Wednesday,147,0,0
7/02/2019 0:00,Thursday,114,0,0
7/02/2019 0:15,Thursday,106,0,0
7/02/2019 0:30,Thursday,91,0,0
7/02/2019 0:45,Thursday,66,0,0
7/02/2019 1:00,Thursday,71,0,0
7/02/2019 1:15,Thursday,79,0,0
7/02/2019 1:30,Thursday,48,0,0
7/02/2019 1:45,Thursday,46,0,0
7/02/2019 2:00,Thursday,48,0,0
7/02/2019 2:15,Thursday,51,0,0
7/02/2019 2:30,Thursday,44,0,0
7/02/2019 2:45,Thursday,32,0,0
7/02/2019 3:00,Thursday,43,0,0
7/02/2019 3:15,Thursday,30,0,0
7/02/2019 3:30,Thursday,35,0,0
7/02/2019 3:45,Thursday,42,0,0
7/02/2019 4:00,Thursday,34,0,0
7/02/2019 4:15,Thursday,41,0,0
7/02/2019 4:30,Thursday,63,0,0
7/02/2019 4:45,Thursday,44,0,0
7/02/2019 5:00,Thursday,59,0,0
7/02/2019 5:15,Thursday,106,0,0
7/02/2019 5:30,Thursday,150,0,0
7/02/2019 5:45,Thursday,163,0,0
7/02/2019 6:00,Thursday,206,0,0
7/02/2019 6:15,Thursday,275,0,0
7/02/2019 6:30,Thursday,311,0,0
7/02/2019 6:45,Thursday,274,0,0
7/02/2019 7:00,Thursday,362,0,0
7/02/2019 7:15,Thursday,334,0,0
7/02/2019 7:30,Thursday,454,0,0
7/02/2019 7:45,Thursday,494,0,0
7/02/2019 8:00,Thursday,516,0,0
7/02/2019 8:15,Thursday,548,0,0
7/02/2019 8:30,Thursday,522,0,0
7/02/2019 8:45,Thursday,464,0,0
7/02/2019 9:00,Thursday,422,0,0
7/02/2019 9:15,Thursday,380,0,0
7/02/2019 9:30,Thursday,467,0,0
7/02/2019 9:45,Thursday,348,0,0
7/02/2019 10:00,Thursday,424,0,0
7/02/2019 10:15,Thursday,431,0,0
7/02/2019 10:30,Thursday,440,0,0
7/02/2019 10:45,Thursday,393,0,0
7/02/2019 11:00,Thursday,405,0,0
7/02/2019 11:15,Thursday,397,0,0
7/02/2019 11:30,Thursday,497,0,0
7/02/2019 11:45,Thursday,447,0,0
7/02/2019 12:00,Thursday,437,0,0
7/02/2019 12:15,Thursday,475,0,0
7/02/2019 12:30,Thursday,441,0,0
7/02/2019 12:45,Thursday,446,0,0
7/02/2019 13:00,Thursday,425,0,0
7/02/2019 13:15,Thursday,526,0,0
7/02/2019 13:30,Thursday,484,0,0
7/02/2019 13:45,Thursday,527,0,0
7/02/2019 14:00,Thursday,508,0,0
7/02/2019 14:15,Thursday,505,0,0
